Id,Genre,Song Name, Spectrogram 
732,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_32.png
733,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_33.png
734,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_4.png
735,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_5.png
736,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_6.png
737,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_7.png
738,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_8.png
739,Country,Keith Urban - Somebody to love,Spectrograms/Country/Keith Urban - Somebody to love/Keith Urban - Somebody to love_9.png
740,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_1.png
741,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_10.png
742,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_11.png
743,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_12.png
744,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_13.png
745,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_14.png
746,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_15.png
747,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_16.png
748,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_17.png
749,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_18.png
750,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_19.png
751,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_2.png
752,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_20.png
753,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_21.png
754,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_22.png
755,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_23.png
756,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_24.png
757,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_3.png
758,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_4.png
759,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_5.png
760,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_6.png
761,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_7.png
762,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_8.png
763,Country,Keith Urban - You'll think of me,Spectrograms/Country/Keith Urban - You'll think of me/Keith Urban - You'll think of me_9.png
764,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_1.png
765,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_10.png
766,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_11.png
767,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_12.png
768,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_13.png
769,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_14.png
770,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_15.png
771,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_16.png
772,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_17.png
773,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_18.png
774,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_19.png
775,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_2.png
776,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_20.png
777,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_3.png
778,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_4.png
779,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_5.png
780,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_6.png
781,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_7.png
782,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_8.png
783,Country,Keith Urban -Female,Spectrograms/Country/Keith Urban -Female/Keith Urban -Female_9.png
784,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_1.png
785,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_10.png
786,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_11.png
787,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_12.png
788,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_13.png
789,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_14.png
790,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_15.png
791,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_16.png
792,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_17.png
793,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_18.png
794,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_19.png
795,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_2.png
796,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_20.png
797,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_21.png
798,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_22.png
799,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_3.png
800,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_4.png
801,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_5.png
802,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_6.png
803,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_7.png
804,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_8.png
805,Country,Keith Urban- whenever i run,Spectrograms/Country/Keith Urban- whenever i run/Keith Urban- whenever i run_9.png
806,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_1.png
807,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_10.png
808,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_11.png
809,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_12.png
810,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_13.png
811,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_14.png
812,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_15.png
813,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_16.png
814,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_17.png
815,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_18.png
816,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_2.png
817,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_3.png
818,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_4.png
819,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_5.png
820,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_6.png
821,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_7.png
822,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_8.png
823,Country,Miley - Jolene,Spectrograms/Country/Miley - Jolene/Miley - Jolene_9.png
824,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_1.png
825,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_10.png
826,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_11.png
827,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_12.png
828,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_13.png
829,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_14.png
830,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_15.png
831,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_16.png
832,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_17.png
833,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_18.png
834,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_19.png
835,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_2.png
836,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_20.png
837,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_21.png
838,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_22.png
839,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_23.png
840,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_24.png
841,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_3.png
842,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_4.png
843,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_5.png
844,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_6.png
845,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_7.png
846,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_8.png
847,Country,Miley -Climb,Spectrograms/Country/Miley -Climb/Miley -Climb_9.png
848,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_1.png
849,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_10.png
850,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_11.png
851,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_12.png
852,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_13.png
853,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_14.png
854,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_15.png
855,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_16.png
856,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_17.png
857,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_18.png
858,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_19.png
859,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_2.png
860,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_20.png
861,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_21.png
862,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_22.png
863,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_23.png
864,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_24.png
865,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_3.png
866,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_4.png
867,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_5.png
868,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_6.png
869,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_7.png
870,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_8.png
871,Country,Miley- Malibu,Spectrograms/Country/Miley- Malibu/Miley- Malibu_9.png
872,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_1.png
873,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_10.png
874,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_11.png
875,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_12.png
876,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_13.png
877,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_14.png
878,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_15.png
879,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_16.png
880,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_17.png
881,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_18.png
882,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_19.png
883,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_2.png
884,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_20.png
885,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_21.png
886,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_22.png
887,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_23.png
888,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_24.png
889,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_25.png
890,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_3.png
891,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_4.png
892,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_5.png
893,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_6.png
894,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_7.png
895,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_8.png
896,Country,Miley- When I Look At You,Spectrograms/Country/Miley- When I Look At You/Miley- When I Look At You_9.png
897,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_1.png
898,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_10.png
899,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_11.png
900,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_12.png
901,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_13.png
902,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_14.png
903,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_15.png
904,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_16.png
905,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_17.png
906,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_18.png
907,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_19.png
908,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_2.png
909,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_20.png
910,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_21.png
911,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_22.png
912,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_23.png
913,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_3.png
914,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_4.png
915,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_5.png
916,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_6.png
917,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_7.png
918,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_8.png
919,Country,Miley-Hands_Of_Love,Spectrograms/Country/Miley-Hands_Of_Love/Miley-Hands_Of_Love_9.png
920,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_1.png
921,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_10.png
922,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_11.png
923,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_12.png
924,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_13.png
925,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_14.png
926,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_15.png
927,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_16.png
928,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_17.png
929,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_18.png
930,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_19.png
931,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_2.png
932,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_20.png
933,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_21.png
934,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_22.png
935,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_23.png
936,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_24.png
937,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_25.png
938,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_3.png
939,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_4.png
940,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_5.png
941,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_6.png
942,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_7.png
943,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_8.png
944,Country,Taylor Swift -  Minemp3,Spectrograms/Country/Taylor Swift -  Minemp3/Taylor Swift -  Minemp3_9.png
945,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_1.png
946,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_10.png
947,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_11.png
948,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_12.png
949,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_13.png
950,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_14.png
951,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_15.png
952,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_16.png
953,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_17.png
954,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_18.png
955,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_19.png
956,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_2.png
957,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_20.png
958,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_21.png
959,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_22.png
960,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_3.png
961,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_4.png
962,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_5.png
963,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_6.png
964,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_7.png
965,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_8.png
966,Country,Taylor Swift - Gorgeous (Lyric Video),Spectrograms/Country/Taylor Swift - Gorgeous (Lyric Video)/Taylor Swift - Gorgeous (Lyric Video)_9.png
967,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_1.png
968,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_10.png
969,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_11.png
970,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_12.png
971,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_13.png
972,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_14.png
973,Country,Taylor Swift - Look What You Made Me Do,Spectrograms/Country/Taylor Swift - Look What You Made Me Do/Taylor Swift - Look What You Made Me Do_15.png
